adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
6,2846989,9775,1317,463,2015,4,4,10,15,1,1,0
1,7540248,20057,1580,1238,2015,5,10,17,42,3,3,1
2,738542,1588,1037,68,2017,5,4,1,13,1,1,0
3,460645,874,268,73,2015,5,2,21,8,0,0,2
1,1954,3,0,1,2014,4,1,24,4,0,0,2
3,100559,148,28,4,2016,4,7,29,30,2,2,2
2211,60087,205,26,16,2014,4,8,1,31,2,2,0
2,1028712,1630,161,47,2015,0,6,8,24,2,1,0
1,742370,1742,171,162,2014,2,8,6,32,2,2,0
1,3387332,19102,2010,1316,2017,3,2,16,7,0,0,1
1,2943,13,1,6,2014,3,2,20,8,0,0,1
1,892327,8222,1278,1142,2016,5,5,21,20,1,1,2
1,424491,2692,78,311,2016,5,2,13,6,0,0,1
2,411539,19158,360,661,2016,4,12,2,48,0,3,0
1,94482,831,112,84,2011,2,12,7,49,0,3,0
34,628729,471,281,28,2011,1,9,27,39,3,2,2
1,4118,485,5,55,2016,2,8,24,34,2,2,2
262,643171,1232,159,41,2013,2,12,11,50,0,3,1
3,104469,891,13,312,2013,0,1,21,4,0,0,2
26,698479,1647,501,131,2016,5,7,30,30,2,2,2
73,1139684,8822,237,638,2016,5,11,26,47,3,3,2
17,110566,322,52,21,2014,5,4,5,14,1,1,0
3,508673,6451,61,486,2015,3,12,10,50,0,3,0
1,377020,1768,71,220,2016,1,2,2,5,0,0,0
4,183052,272,34,25,2010,4,9,24,38,3,2,2
1,954,13,1,1,2016,3,12,8,49,0,3,0
1,133002,444,23,63,2016,5,1,30,4,0,0,2
1,131340,271,39,55,2016,3,1,28,4,0,0,2
1,2519006,1362,433,96,2014,0,10,6,41,3,3,0
16,7559601,44675,2522,8153,2016,4,5,13,19,1,1,1
1,49852,546,30,132,2016,2,8,24,34,2,2,2
1,264861,308,48,26,2015,4,10,30,44,3,3,2
1,383682,1669,16,144,2011,3,3,17,11,1,0,1
1,687222,226,199,6,2015,2,5,20,21,1,1,1
1,88789,1489,90,52,2017,6,4,2,13,1,1,0
4,10053673,2247,1383,122,2013,1,5,21,21,1,1,2
1,75686,243,39,57,2016,3,9,1,35,3,2,0
13,1182318,453,174,34,2012,0,5,28,22,1,1,2
1,48885,76,6,3,2015,2,2,25,9,0,0,2
4,1767817,5103,1421,861,2015,6,12,20,51,0,3,1
4,367376,468,28,58,2010,0,1,4,1,0,0,0
2,436995,161,93,4,2012,1,11,20,47,3,3,1
3,8340,60,1,8,2015,0,5,4,19,1,1,0
2,43538,58,3,18,2011,4,6,24,25,2,1,2
1,95589,144,16,14,2016,1,3,1,9,1,0,0
2,34795,256,11,42,2015,2,7,8,28,2,2,0
1,629,1,0,0,2013,6,9,29,39,3,2,2
19306,21533,42,3,14,2017,4,1,6,1,0,0,0
1,528306,6644,116,505,2014,6,2,9,6,0,0,0
1,4131,75,43,14,2015,6,9,6,36,3,2,0
1,22660,153,13,19,2016,6,7,24,29,2,2,2
1,6483,18,2,1,2016,5,9,17,37,3,2,1
1,82183,1261,17,195,2016,4,1,22,3,0,0,2
2,21010,111,2,4,2015,1,2,10,7,0,0,0
1,185416,801,31,490,2011,3,1,6,1,0,0,0
4,511450,1838,203,41,2016,0,1,11,2,0,0,1
12,1134582,684,356,58,2013,5,2,16,7,0,0,1
5,58177,895,102,111,2014,5,2,8,6,0,0,0
4,49257,118,12,3,2013,0,8,5,32,2,2,0
2,123358,288,18,9,2011,0,9,19,38,3,2,1
3,392004,806,116,108,2016,0,6,20,25,2,1,1
1,76409,204,13,41,2013,0,9,2,36,3,2,0
1,41442,34,6,3,2013,5,1,5,1,0,0,0
1,500725,2582,129,311,2016,2,9,28,39,3,2,2
2,81407,74,12,5,2014,3,4,24,17,1,1,2
3,994066,5128,245,78,2014,1,10,7,41,3,3,0
1,17731,21,1,2,2010,0,9,13,37,3,2,1
1,263002,297,29,12,2014,2,5,14,20,1,1,1
3,4993,324,7,41,2016,2,12,14,50,0,3,1
5,19715,241,7,9,2016,2,8,10,32,2,2,0
2,39257,1813,15,91,2016,4,4,8,14,1,1,0
3,234367,461,60,265,2016,1,5,10,19,1,1,0
1,7497,34,1,3,2013,4,11,1,44,3,3,0
2,1318095,9097,301,2369,2014,3,5,1,18,1,1,0
41,306409,189,109,8,2011,0,9,19,38,3,2,1
1,10346,47,2,0,2016,4,7,8,27,2,2,0
4,262099,4546,114,980,2016,4,9,9,36,3,2,0
6,880855,1651,200,73,2016,0,4,18,16,1,1,1
2,904801,1893,159,458,2014,6,5,4,18,1,1,0
1,208816,388,53,61,2015,5,8,29,35,2,2,2
2,1155771,3981,502,311,2014,2,12,24,52,0,3,2
3,520353,1209,56,54,2016,1,8,9,32,2,2,0
3,264600,185,53,47,2016,6,5,15,19,1,1,1
1,8220,186,5,36,2016,1,8,16,33,2,2,1
1,119031,277,47,64,2015,6,7,5,27,2,2,0
2,7021096,35291,2276,1540,2014,4,2,14,7,0,0,1
2,40050,306,7,5,2015,2,1,28,5,0,0,2
20,95288,219,10,11,2012,0,3,26,13,1,0,2
2,157445,1202,84,134,2017,4,3,24,12,1,0,2
2,5799,32,1,2,2016,6,8,21,33,2,2,2
10,9162448,35156,2315,1641,2015,1,10,6,41,3,3,0
1,206424,8928,455,1210,2016,4,9,23,38,3,2,2
20,47126,531,3,40,2013,3,11,14,46,3,3,1
1,81770,480,9,18,2015,4,3,27,13,1,0,2
6,900854,4835,77,360,2015,4,8,28,35,2,2,2
1,211827,5506,123,2076,2016,4,4,15,15,1,1,1
2,252015,625,77,58,2014,5,9,27,39,3,2,2
1,8265,71,16,2,2017,1,3,28,13,1,0,2
1,25229,106,4,6,2015,1,6,2,23,2,1,0
1,68506,76,11,11,2013,0,1,7,2,0,0,0
4,50977,354,5,27,2016,6,6,12,23,2,1,1
3,1911457,13069,899,10018,2016,0,1,25,4,0,0,2
1,675604,711,94,229,2015,0,3,30,14,1,0,2
1,109442,515,9,2,2013,1,7,16,29,2,2,1
1,92328,1622,80,456,2016,6,4,24,16,1,1,2
2,250892,184,68,12,2016,4,1,15,2,0,0,1
3,732638,4259,339,304,2015,6,3,29,13,1,0,2
1,45834,936,24,176,2015,0,8,24,35,2,2,2
141,611438,2124,112,164,2014,3,4,10,15,1,1,0
1,150657,27,31,0,2013,0,12,2,49,0,3,0
1,37822,366,9,37,2016,5,7,23,29,2,2,2
8,123804,142,25,5,2013,0,12,16,51,0,3,1
2,11238,739,2,28,2016,1,10,11,41,3,3,1
6,31357,400,16,25,2016,0,1,11,2,0,0,1
39,86739,117,9,4,2014,1,2,4,6,0,0,0
13,178067,49,22,3,2013,2,7,31,31,2,2,2
3,336381,2503,131,739,2015,4,12,18,51,0,3,1
3,319909,627,140,65,2013,0,7,1,27,2,2,0
1,377,2,0,0,2016,1,5,3,18,1,1,0
2,549077,2175,393,877,2015,2,7,8,28,2,2,0
1,80542,734,38,49,2015,1,1,20,4,0,0,1
2,1878638,2137,629,305,2016,1,2,23,8,0,0,2
1,250948,127,51,5,2016,0,7,25,30,2,2,2
1,647573,908,320,219,2015,4,10,9,41,3,3,0
1,187783,122,35,12,2016,4,5,27,21,1,1,2
3,404,1,0,0,2010,0,12,20,51,0,3,1
1,4016,37,1,4,2017,4,1,13,2,0,0,1
1,4246,141,2,38,2014,6,5,4,18,1,1,0
1384,5882,10,1,1,2017,1,4,4,14,1,1,0
1,149971,86,31,22,2016,3,8,4,31,2,2,0
1,303527,1517,36,120,2016,2,2,10,6,0,0,0
1,334192,2207,99,113,2016,1,5,3,18,1,1,0
1,935500,3979,355,638,2015,4,1,16,3,0,0,1
3,548073,10367,201,3886,2016,5,7,23,29,2,2,2
1,9893,34,8,2,2014,2,11,5,45,3,3,0
7,28393,258,26,62,2016,1,9,27,39,3,2,2
2,69516,348,11,13,2011,3,7,7,27,2,2,0
3,178,3,0,0,2017,2,1,18,3,0,0,1
1,13254,77,7,7,2014,4,4,11,15,1,1,1
10,350448,497,90,12,2016,2,1,20,3,0,0,1
4,120716,98,18,9,2012,0,10,29,44,3,3,2
1,1125232,473,211,15,2015,5,10,3,40,3,3,0
1,663,7,0,0,2016,3,5,5,18,1,1,0
2,685,F,F,F,2016,0,5,30,22,1,1,2
1,172185,4732,207,1014,2017,5,2,4,5,0,0,0
8,1800,1,0,0,2016,1,8,9,32,2,2,0
3,146876,103,63,27,2013,3,10,3,40,3,3,0
338,1751067,660,526,23,2013,3,11,28,48,3,3,2
1,1003272,430,196,9,2015,6,5,31,22,1,1,2
11,149259,745,92,33,2015,3,3,26,13,1,0,2
2578,414405,1483,118,72,2016,2,6,29,26,2,1,2
3,1055910,817,280,106,2015,6,7,5,27,2,2,0
1,230862,235,160,F,2016,2,9,14,37,3,2,1
2,202568,301,57,45,2015,1,3,24,13,1,0,2
3,2954868,31098,1509,2671,2015,2,9,30,40,3,2,2
1,2852,165,2,119,2014,1,2,4,6,0,0,0
2,57493,120,20,7,2014,3,3,13,11,1,0,1
3,1964,7,0,0,2014,1,9,23,39,3,2,2
1,423270,597,60,30,2017,3,1,26,4,0,0,2
53,2598748,1025,324,68,2013,0,2,4,6,0,0,0
6,3476053,8525,4475,563,2014,3,4,3,14,1,1,0
50,153848,288,61,251,2016,5,3,12,10,1,0,1
1,32753,189,8,33,2013,2,12,25,52,0,3,2
1,186895,1733,49,188,2016,2,4,6,14,1,1,0
2,1774707,8502,503,660,2014,2,4,23,17,1,1,2
2,2713,8,1,0,2017,0,3,27,13,1,0,2
1,31047,119,5,10,2013,1,7,2,27,2,2,0
1,462809,1282,225,638,2016,5,5,28,21,1,1,2
15,3944305,4675,1016,667,2014,4,10,24,43,3,3,2
9,1374680,1952,534,134,2013,5,2,2,5,0,0,0
17,473342,1047,54,75,2010,0,12,13,50,0,3,1
1,39430,27,17,1,2013,2,1,9,2,0,0,0
1,467320,2941,282,1534,2016,5,9,10,36,3,2,0
5,147419,280,19,14,2012,0,6,18,25,2,1,1
1,837781,3213,462,7607,2015,0,11,30,49,3,3,2
1,357920,237,84,F,2015,3,7,9,28,2,2,0
1,15339,45,1,11,2016,1,9,6,36,3,2,0
8,4009548,22311,2182,1677,2015,1,12,15,51,0,3,1
10,18012,200,20,20,2017,2,2,22,8,0,0,2
1,19160,255,11,106,2016,3,9,15,37,3,2,1
2567,512265,6554,123,689,2016,2,2,10,6,0,0,0
1,557741,546,134,58,2015,4,7,24,30,2,2,2
2,7271,24,0,1,2014,2,2,12,7,0,0,1
217,1157811,2613,352,79,2014,4,4,25,17,1,1,2
1,20729,9,1,1,2010,0,10,11,41,3,3,1
1,29310,101,6,24,2014,1,10,7,41,3,3,0
2,44179,88,58,1,2016,6,1,17,2,0,0,1
8,914190,13033,300,935,2015,2,4,29,18,1,1,2
1,39166,238,6,4,2016,4,2,12,6,0,0,1
2,22019,86,10,15,2013,1,4,30,18,1,1,2
2,53448,162,7,26,2012,6,9,2,35,3,2,0
1,1275280,5267,401,422,2014,6,9,14,37,3,2,1
8,1013075,1431,198,180,2013,4,12,27,52,0,3,2
1414,1891,3,0,1,2014,4,6,13,24,2,1,1
10746,22831,149,13,5,2015,3,5,14,20,1,1,1
4,1142028,8912,446,1001,2016,4,6,3,22,2,1,0
1,8826,21,3,0,2013,0,10,21,43,3,3,2
1,22312,52,5,4,2015,1,12,1,49,0,3,0
1,45063,66,33,0,2016,4,4,8,14,1,1,0
2,2887137,24805,938,12294,2016,1,5,31,22,1,1,2
3,453305,1058,126,202,2014,1,10,7,41,3,3,0
3,1404768,6669,493,421,2016,0,9,26,39,3,2,2
1,18462,35,8,1,2015,3,11,12,46,3,3,1
1,53134,76,9,6,2016,3,7,14,28,2,2,1
1,439715,2890,87,530,2016,6,3,13,10,1,0,1
1,910165,9917,526,634,2014,1,3,25,13,1,0,2
3,74482,61,14,3,2013,5,2,2,5,0,0,0
4,53418,230,7,12,2014,5,2,8,6,0,0,0
1,59979,81,33,3,2016,0,8,1,31,2,2,0
1,136667,333,8,3,2010,4,10,8,40,3,3,0
6,303284,2549,155,602,2016,0,9,26,39,3,2,2
32,422581,786,345,101,2014,0,3,17,12,1,0,1
6,32833034,11392,10122,973,2016,3,8,11,32,2,2,1
1,37674,76,4,3,2016,1,1,19,3,0,0,1
1,25439,267,2,13,2015,6,9,6,36,3,2,0
1,935,8,1,0,2014,2,9,17,38,3,2,1
1,443785,F,F,56,2015,0,3,2,10,1,0,0
1,98630,223,13,58,2013,3,5,30,22,1,1,2
6497,12300,29,20,12,2014,0,8,25,35,2,2,2
21,405337,1918,49,166,2011,1,1,4,1,0,0,0
12,3906505,15133,1079,432,2015,3,4,9,15,1,1,0
1,17452,71,2,3,2010,1,12,21,51,0,3,2
2,1038,13,8,1,2013,4,10,18,42,3,3,1
1,401411,772,171,133,2016,3,10,6,40,3,3,0
3,278683,1390,86,92,2016,2,3,30,13,1,0,2
6,725150,2115,161,F,2011,3,12,1,48,0,3,0
66,1341684,1196,451,64,2016,3,5,26,21,1,1,2
1,363,0,0,0,2014,2,5,7,19,1,1,0
1,83888,127,20,14,2015,3,10,29,44,3,3,2
1,87009,119,38,F,2017,2,1,25,4,0,0,2
1,219909,632,35,11,2013,3,4,25,17,1,1,2
1,32507,91,168,78,2016,6,4,10,14,1,1,0
1,11599,100,28,23,2013,3,4,4,14,1,1,0
13,193796,3154,144,551,2014,0,4,14,16,1,1,1
1,159009,1312,36,391,2015,4,11,27,48,3,3,2
11,129623,211,20,4,2014,4,4,18,16,1,1,1
3,36975,37,22,40,2012,5,5,26,21,1,1,2
1,275538,223,33,41,2016,4,5,20,20,1,1,1
14,424456,282,156,163,2012,6,10,14,41,3,3,1
1,10544,65,11,8,2011,0,12,5,49,0,3,0
5,178,1,0,1,2016,1,5,3,18,1,1,0
1,26000,60,3,11,2016,3,9,8,36,3,2,0
7,6153,2,2,0,2011,1,9,27,39,3,2,2
3,1661973,8423,595,902,2015,4,5,8,19,1,1,0
1,14114,152,11,32,2015,2,11,18,47,3,3,1
1,121622,396,62,52,2014,2,11,26,48,3,3,2
21,25097,164,19,5,2016,5,7,9,27,2,2,0
2,466694,801,62,45,2012,4,12,21,51,0,3,2
177,868202,2481,295,1462,2015,5,10,24,43,3,3,2
4,548174,4917,88,795,2016,5,8,13,32,2,2,1
11,77940,81,18,1,2014,2,5,7,19,1,1,0
4,905803,1654,89,859,2015,5,12,5,49,0,3,0
1,117146,409,26,66,2015,5,12,5,49,0,3,0
1,923,5,1,0,2013,2,10,23,43,3,3,2
1,3347,218,4,41,2014,5,3,29,13,1,0,2
200815,726186,1675,132,115,2016,3,12,15,50,0,3,1
1,18742,161,26,29,2016,1,6,7,23,2,1,0
1,1137057,837,239,195,2012,5,7,28,30,2,2,2
3,12165,23,7,13,2013,1,5,7,19,1,1,0
157,51856,126,17,87,2016,4,1,15,2,0,0,1
4,28132,105,8,11,2013,0,7,8,28,2,2,0
1,145657,9201,53,1516,2016,4,12,30,52,0,3,2
12,1678851,11626,2323,1562,2016,4,8,5,31,2,2,0
1,208340,1716,42,158,2016,1,6,14,24,2,1,1
1,42190,45,17,2,2017,0,1,30,5,0,0,2
4,1125620,8492,196,1261,2015,0,12,14,51,0,3,1
1,1344553,2034,264,267,2013,3,10,31,44,3,3,2
1,85072,561,12,63,2016,5,7,2,26,2,2,0
4518,5735,22,0,3,2014,3,9,25,39,3,2,2
1,10065,70,2,34,2011,3,9,1,35,3,2,0
1,190598,1897,229,248,2015,6,8,30,35,2,2,2
505,20848,50,7,10,2015,3,10,1,40,3,3,0
7530,8099,5,0,1,2015,2,10,14,42,3,3,1
5,76538,223,14,20,2013,1,11,12,46,3,3,1
6,63911,170,68,36,2016,4,7,1,26,2,2,0
2,2697712,3471,616,263,2015,3,10,8,41,3,3,0
1,200230,1227,67,87,2016,6,3,13,10,1,0,1
4,12730,209,27,83,2014,5,3,1,9,1,0,0
1,35435,35,3,2,2015,6,7,19,29,2,2,1
1,1292846,14390,853,1532,2016,2,4,6,14,1,1,0
1,349405,465,102,66,2014,3,5,15,20,1,1,1
1,63479,271,25,16,2016,4,4,22,16,1,1,2
1,344855,3086,89,1346,2016,5,9,10,36,3,2,0
10,6321615,33276,1921,1844,2015,4,10,9,41,3,3,0
1,1298877,9442,414,593,2015,0,8,24,35,2,2,2
107,4872,116,0,18,2016,0,4,11,15,1,1,1
1147,67989,124,31,13,2015,0,11,30,49,3,3,2
4,140361,51,48,11,2013,1,12,24,52,0,3,2
1,18737,94,0,5,2014,0,3,3,10,1,0,0
2,59157,105,5,0,2013,3,8,1,31,2,2,0
1,6296,5,0,3,2016,6,8,28,34,2,2,2
1,183,0,0,0,2015,2,6,3,23,2,1,0
8207,11887,61,1,1,2015,3,2,26,9,0,0,2
1,153926,414,14,4,2016,1,9,13,37,3,2,1
3,61018,426,12,416,2013,2,7,24,30,2,2,2
1,12036,24,8,0,2015,1,4,21,17,1,1,2
686,14174,45,8,9,2015,3,10,1,40,3,3,0
9334,77372,421,22,89,2015,0,9,14,38,3,2,1
113,1070510,5907,97,633,2014,4,2,7,6,0,0,0
2,109,2,0,0,2017,5,2,4,5,0,0,0
21,1938594,4640,1147,917,2016,3,8,18,33,2,2,1
14,925380,7067,195,2008,2016,6,9,4,35,3,2,0
2,64033,445,13,303,2013,5,8,24,34,2,2,2
14,1213589,4410,159,269,2016,2,3,16,11,1,0,1
2,13933,57,0,5,2015,4,10,9,41,3,3,0
4,501435,1081,64,108,2015,4,9,18,38,3,2,1
26,2325235,2560,1005,215,2012,2,5,23,21,1,1,2
1,144916,7850,29,723,2016,3,5,26,21,1,1,2
1,55421,87,18,6,2017,1,1,10,2,0,0,0
3,1688369,1048,492,453,2014,4,12,26,52,0,3,2
1,441238,389,24,39,2016,2,3,30,13,1,0,2
43,5889418,5758,2253,375,2014,0,6,2,23,2,1,0
5,141787,91,28,11,2013,3,5,2,18,1,1,0
5,2187377,3311,481,124,2014,1,12,23,52,0,3,2
23,1136794,1149,445,142,2012,4,6,8,23,2,1,0
17,839332,582,212,34,2016,3,8,11,32,2,2,1
1,13651,28,15,3,2013,3,10,3,40,3,3,0
1,108030,32,23,0,2015,4,7,10,28,2,2,0
1,216796,598,43,49,2015,0,3,23,13,1,0,2
1,234463,508,131,61,2014,1,11,11,46,3,3,1
10699,21980,37,9,0,2017,5,4,1,13,1,1,0
8,4005093,21062,9468,9864,2015,3,12,24,52,0,3,2
2,526532,2091,73,122,2014,1,11,18,47,3,3,1
1,576972,163,103,18,2010,0,11,8,45,3,3,0
15742,17658,18,1,0,2016,2,2,3,5,0,0,0
2,139,0,0,0,2016,0,4,18,16,1,1,1
12,59939,1012,14,45,2016,4,8,5,31,2,2,0
7,627518,1146,139,42,2011,3,6,2,22,2,1,0
22,1009277,2733,438,71,2013,3,7,4,27,2,2,0
1,230339,60,30,0,2015,4,5,29,22,1,1,2
9,831087,12285,258,1514,2016,1,1,12,2,0,0,1
1,14091,111,1,6,2015,2,4,29,18,1,1,2
1,70963,567,7,31,2015,3,11,5,45,3,3,0
6,988986,719,333,48,2011,0,8,29,35,2,2,2
1,2195,9,2,1,2010,5,12,25,51,0,3,2
1,23443,21,4,2,2016,2,7,13,28,2,2,1
2,44629,922,18,358,2013,6,8,4,31,2,2,0
10,581921,268,108,12,2012,0,5,7,19,1,1,0
2,618708,1599,203,83,2011,1,2,15,7,0,0,1
4,7633676,5184,3134,137,2016,2,10,5,40,3,3,0
2,2333,2,0,0,2015,1,7,21,30,2,2,2
5,862534,461,164,34,2011,2,2,16,7,0,0,1
3,1140202,32639,795,15329,2016,0,5,30,22,1,1,2
4,669259,46311,851,1481,2017,5,2,25,8,0,0,2
1,20832,64,11,16,2014,1,3,25,13,1,0,2
2,163884,479,40,187,2016,3,6,16,24,2,1,1
6,30929,21,24,7,2016,0,1,4,1,0,0,0
1,26400,712,1,81,2013,2,11,13,46,3,3,1
1,5524,25,0,1,2010,5,12,25,51,0,3,2
1,197648,493,56,102,2015,2,9,2,36,3,2,0
1,17411,82,4,5,2012,1,2,14,7,0,0,1
1,92964,248,35,11,2014,5,10,18,42,3,3,1
14,6367,23,3,0,2016,1,8,30,35,2,2,2
14,114035,1077,70,151,2015,3,6,25,26,2,1,2
1,337448,907,29,65,2011,6,11,13,45,3,3,1
5,628875,14503,274,3159,2016,0,8,1,31,2,2,0
2,552,F,F,0,2016,6,10,30,43,3,3,2
15,22591,157,1,3,2013,3,11,14,46,3,3,1
1,1061,4,0,0,2014,0,2,10,7,0,0,0
2,33011,323,11,16,2013,2,10,30,44,3,3,2
7,2013,F,F,0,2016,5,5,28,21,1,1,2
2,1669446,851,317,27,2015,3,11,12,46,3,3,1
280,188870,256,122,21,2017,0,1,2,1,0,0,0
11,458766,1116,72,30,2010,3,1,28,4,0,0,2
2,59844,127,14,2,2014,1,12,16,51,0,3,1
2,3142607,33112,991,4942,2017,2,2,15,7,0,0,1
1,128856,247,21,16,2015,5,7,18,29,2,2,1
5,4444772,1439,853,132,2014,1,7,8,28,2,2,0
9,1223277,1237,53,166,2011,5,2,12,6,0,0,1
3,63709,540,71,78,2015,0,7,6,28,2,2,0
2,144552,950,29,40,2014,3,7,10,28,2,2,0
361,2435,49,8,7,2013,6,12,1,48,0,3,0
27512,39530,968,3,16,2016,0,11,7,45,3,3,0
19,263,2,0,0,2016,5,6,25,25,2,1,2
2,26626,118,3,26,2012,4,9,7,36,3,2,0
1,697373,3095,262,2214,2015,1,5,26,22,1,1,2
1,42674,145,8,3,2015,1,2,3,6,0,0,0
3,347021,565,81,498,2008,5,7,26,30,2,2,2
15,2322534,8061,759,705,2015,3,8,27,35,2,2,2
3,48873,93,4,0,2013,5,1,5,1,0,0,0
1,11582,14,4,F,2016,4,7,29,30,2,2,2
3,615083,6633,121,1361,2014,3,4,10,15,1,1,0
1,450732,1357,185,583,2016,5,6,18,24,2,1,1
5,126547,277,51,10,2013,4,7,5,27,2,2,0
1343,4732,35,1,1,2016,4,12,23,51,0,3,2
1,147,1,0,0,2014,3,2,27,9,0,0,2
1,688767,562,109,36,2014,3,9,4,36,3,2,0
5,794305,767,46,139,2010,0,2,15,7,0,0,1
233522,237235,40,25,2,2016,2,11,23,47,3,3,2
2,117614,180,20,3,2013,4,11,1,44,3,3,0
23,11118898,50540,3732,4382,2014,3,1,16,3,0,0,1
1,33776,155,10,3,2013,2,1,23,4,0,0,2
2,34458,393,1,140,2013,2,12,4,49,0,3,0
4,60267,956,24,163,2012,3,11,15,46,3,3,1
4,526995,4002,111,1068,2016,0,8,22,34,2,2,2
10,294056,793,25,21,2012,1,6,5,23,2,1,0
1,861204,4744,234,236,2016,5,1,16,2,0,0,1
1,516598,2044,34,155,2014,0,9,8,37,3,2,0
3,366199,11015,381,1341,2015,5,5,9,19,1,1,0
2,608864,2509,268,283,2016,1,2,16,7,0,0,1
1,5172,30,0,4,2013,1,1,22,4,0,0,2
1,55385,617,12,336,2016,1,9,6,36,3,2,0
1,5098,7,0,0,2015,1,1,6,2,0,0,0
1,314,0,0,0,2016,3,2,18,7,0,0,1
1,85537,212,20,31,2015,0,12,28,53,0,3,2
2,643435,1271,202,83,2015,1,12,15,51,0,3,1
1,522497,893,163,79,2013,4,3,29,13,1,0,2
453,72103,214,30,32,2015,1,12,15,51,0,3,1
1,465297,2343,66,257,2016,1,2,23,8,0,0,2
3,1175623,8436,126,389,2015,1,9,22,39,3,2,2
1,168004,264,28,13,2015,3,7,30,31,2,2,2
1,131325,92,36,0,2015,0,5,4,19,1,1,0
2,4870,26,2,2,2014,3,1,2,1,0,0,0
6,280935,3806,126,419,2016,1,7,26,30,2,2,2
2,90,0,0,0,2016,4,1,8,1,0,0,0
2,299700,1695,147,445,2016,2,7,27,30,2,2,2
1,2510,5,0,3,2013,1,12,24,52,0,3,2
1,5372,37,0,3,2016,3,3,3,9,1,0,0
1,17403,85,8,17,2016,4,4,1,13,1,1,0
12987,20026,174,17,11,2017,0,3,13,11,1,0,1
1,290870,149,79,15,2011,2,11,9,45,3,3,0
809,3435,27,0,0,2014,3,11,13,46,3,3,1
1,1804,4,1,0,2013,0,8,19,34,2,2,1
1,244294,416,262,19,2017,6,2,12,6,0,0,1
1,140491,279,35,46,2015,0,7,27,31,2,2,2
1,2374478,14189,1124,483,2014,3,8,7,32,2,2,0
4,1313171,1066,281,99,2015,3,5,14,20,1,1,1
1,24175,581,4,72,2014,0,4,21,17,1,1,2
1,19794,87,5,11,2016,2,1,20,3,0,0,1
42088,42237,2,0,0,2014,3,11,27,48,3,3,2
1,27547,591,9,31,2016,4,1,22,3,0,0,2
1,227530,170,34,2,2012,0,12,10,50,0,3,0
5,6725,31,8,2,2014,5,11,22,47,3,3,2
21,1028899,1393,84,160,2010,0,2,22,8,0,0,2
6,14443,53,5,5,2015,4,6,19,25,2,1,1
16,1281803,3873,1525,1275,2016,6,7,24,29,2,2,2
2,173164,405,26,54,2012,6,6,24,25,2,1,2
1,1150073,2904,209,669,2013,2,9,25,39,3,2,2
1,35477,91,5,12,2010,5,11,27,47,3,3,2
1,702862,1103,56,155,2016,1,5,17,20,1,1,1
2,235086,1975,42,170,2016,5,7,23,29,2,2,2
3,101549,232,4,5,2016,1,5,24,21,1,1,2
1,86685,223,6,69,2015,5,1,31,5,0,0,2
1,69989,253,19,69,2013,1,12,3,49,0,3,0
1780,5477,31,4,1,2016,1,9,27,39,3,2,2
1,3956,17,4,0,2016,1,9,13,37,3,2,1
1,198980,127,60,17,2016,0,7,11,28,2,2,1
3,4476,10,1,0,2016,2,8,3,31,2,2,0
2,336025,641,78,39,2016,3,6,16,24,2,1,1
1,2037164,3836,383,461,2015,3,5,28,22,1,1,2
1,1764,12,1,2,2013,4,8,30,35,2,2,2
10,2188,24,2,7,2011,5,7,30,30,2,2,2
1,39255,328,6,237,2016,0,7,25,30,2,2,2
12,6475336,7786,1775,746,2016,0,1,18,3,0,0,1
1,71361,156,74,17,2017,0,2,6,6,0,0,0
3,627361,1683,44,133,2010,5,5,22,20,1,1,2
4,552466,2254,62,157,2015,0,12,7,50,0,3,0
1,1836,5,2,2,2016,3,6,30,26,2,1,2
11,959157,3031,160,106,2016,0,6,13,24,2,1,1
1,30339,19,4,2,2014,4,5,30,22,1,1,2
11,100043,242,18,5,2014,5,4,19,16,1,1,1
2,16491,3,1,0,2012,3,3,22,12,1,0,2
4,2152,F,F,2,2016,2,9,7,36,3,2,0
4,4875518,11331,2719,740,2015,1,9,22,39,3,2,2
3,717263,726,209,69,2016,1,7,19,29,2,2,1
1,67881,708,21,68,2017,2,3,15,11,1,0,1
2,827951,22594,1796,2197,2017,6,1,22,3,0,0,2
13,461,3,0,0,2016,1,7,19,29,2,2,1
1,95858,1700,15,63,2015,1,2,24,9,0,0,2
30,6379,16,8,10,2013,4,5,10,19,1,1,0
2,996346,1018,191,93,2016,3,9,29,39,3,2,2
3,7923368,67401,4031,2314,2014,6,5,18,20,1,1,1
14,689350,461,276,32,2015,0,5,25,22,1,1,2
1,47482,43,6,3,2013,2,4,17,16,1,1,1
15,385140,442,43,86,2012,0,7,16,29,2,2,1
2643,35347,87,8,24,2010,6,8,15,32,2,2,1
1,7828,51,3,6,2016,3,6,23,25,2,1,2
8,1889765,5869,779,F,2015,2,4,15,16,1,1,1
2,55643,122,9,1,2014,3,5,1,18,1,1,0
1,118049,279,29,84,2014,0,9,15,38,3,2,1
2,57547,146,8,7,2009,0,12,14,51,0,3,1
2,631308,3576,121,217,2015,2,11,25,48,3,3,2
604,423063,F,F,13,2015,2,9,23,39,3,2,2
13,206250,1468,34,158,2013,1,3,26,13,1,0,2
1,3179218,39663,1941,8701,2015,4,8,7,32,2,2,0
22,1530643,11354,1663,1561,2013,0,9,16,38,3,2,1
2,322651,719,101,47,2015,1,2,17,8,0,0,1
